,name,authors,translator,broadcaster,price,publisher,date,language,vol,description,category,cover_loc
20, نمایش‌نامه ازدواج آقای می‌سی‌سی‌پی,فردریش دورنمات,حمید سمندریان,شهاب غزالی  ،                                                                                                             مهدی تقی پور  ،                                                                                                             میلاد فتوحی,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۳/۱۸, فارسی," 146.88 
                        ","
                                    کتاب صوتی نمایشنامه «ازدواج آقای می‌سی‌سی‌پی» نوشته فردریش دورنمات است که با ترجمه حمید سمندریان و و خوانش جمعی از گویندگان منتشر شده.
طرح اساسی اغلب آثار «فردریش دورنمات» چیزی جز تراژدی وجود انسانی نیست که به واسطه‌ی نحوه‌ ارائه‌ ظظنزآمیز و نیشدارشان به صورت کمدی تغییر شکل می‌دهند. 
در «ازدواج آقای می‌سی‌سی‌پی» افکار فلسفی و عمیق دورنمات در یک قالب تئاتری بسیار زیبا ارائه می‌شود. در «ازدواج آقای می‌سی‌سی‌پی» بیش از همه چیز، رهایی از بند غل و زنجیرهایی که رعایت اصول به دست و پای هر درام‌نویس می‌زند، به چشم می‌خورد. 
در ازدواج «ازدواج آقای می‌سی‌سی‌پی» اشخاص نمایش هر کدام دارای دو شخصیت جداگانه هستند. یکی شخصیتی که به صورت نقال ماجرا را تعریف می‌کند، شخصیت دیگر آن‌که به داخل بازی برمی‌گردد تا نقش تعریف‌شده خود را اجرا کند. 
دورنمات به این وسیله به امیال و هدف‌های پنهانی روح بشر دست می‌یازد و علل برخورد این هدف‌ها را که به مثابه دیوی در روح بشربه خواب رفته است کاوش می‌کند. 
او می‌خواهد بداند:
وقتی ایده‌آل‌ها و هدف‌های اشخاص مختلف با یکدیگر برخورد می‌کند وو تضاد ایجاد می‌شود چه روی می‌دهد. منظور افکاری است که مردم برای عملی کردن آن‌ها با اراده‌ای محکم و نیرویی تهورآمیز، دیوانه‌وار کوشش می‌کنند. 
و نیز دانستن این نکته که:
آیا بشر قادر است جهان را با فکرو میل خود تغییر دهد؟ و آیا اصولاً دنیا تغییر پپذیر است یا نه؟
و در آخرین تحلیل:
آیا لطف خداوند جهان در این عالم متناهی نسبت به شر بی‌نهایت است یا نه؟                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/91012_12440_normal.jpg
21,پادکست دیج ایمیج,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۱۰/۱۷, فارسی," 27.01 
                        ","
                                    ایده عکاسی عروسی یکی از آن تصورات بسیار مشکل برای عکاسان عروسی و همچنین برای زوج‌های جوان است. خیلی از زوج‌های جوان نمی‌توانند دقیقا تصور کنند که چه چیزی قرار است در آلبوم عروسی آنها قرار گیرد. برخی از آنها دوست دارند تا عکس های خاص و زیبایی را در روزی غیر از روز مراسم عروسی‌شان تجربه کنند و برای همین هم عکاسی فرمالیته یا پیشکاری انجام می‌دهند. برخی دیگر هم سعی می‌کنند به فضاهایی خارج شهر بروند و اگرچه ایده عکاسی عروسی خاصی را در ذهن ندارند، اما به دلیل فرصت بیشتری که در اختیار دارند، می‌توانند به عکاس خود اطمینان کنند تا آنها را سورپرایز کند. اما در این پادکست درباره یک گالری عکس می‌شنوید که قرار بود عکس های عروسی یک زوج جوان ایتالیایی باشد، اما تبدیل به یکی از زیباترین کارهای هنری امسال شد.


عکاسی که برای این کار انتخاب شد Nicola Bernardi نام دارد. او تصویر جالبی درباره عکاسی دارد و معتقد است هر عکس باید داستانی را تعریف کند. به عنوان مثال عکس زیر، شادی در خلوت نام دارد. داستانی که دو در این عکس تعریف می‌کند، مردی نسبتا میانسالی را نشان می‌دهد که در تنهایی خودش، در حال شادی وصف‌ناپذیری است.

مشتریان او حدس می‌زدند که او تنها کسی است که می‌تواند ایده عکاسی عروسی آنها را به عکس تبدیل کند. کلمات اصلی که ایده عکاسی عروسی برای این زوج جوان بود به این ترتیب هستند. البته اینها کلمات انگلیسی ترجمه شده از ایتالیایی هستند و به گفته نیکولا، برخی از آنها نمی‌توانند معادل دقیق و درستی از مفهوم اصلی آنها در ایتالیایی باشند:

Promise
Comparison
Build
Support
Time
Balance
Listening
Meeting of the opposites
Sacrifice
Joy
Passion
Faith
Journey
Lightheartedness
Umility
امیر یاری در این پادکست فارسی (پادکست عکاسی تصویر دیجیتال) درباره نیکولا برناردی ، ایده عکاسی عروسی او برای دوستانش و گالری بی‌نظیر عکاسی باله می‌گوید. یک سری عکس پرتره بی‌نظیر که در پشت هر کدام، ایده خاصی برای ثبت وجود داشته است.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/86246_52046_normal.jpg
22,پادکست پاپریکا,پاپریکا,None,طه حسینی نژاد,None,پاپریکا,۱۳۹۷/۰۶/۰۵, فارسی," 28.08 
                        ","
                                    مهدی کرم‌پور نویسنده و کارگردان سینما مهمان این اپیزود پادکست پاپریکا است. کرم‌پور فیلم‌هایی مثل چه کسی امیر را کشت؟، پل چوبی، سوفی و دیوانه را کارگردانی کرده‌است.                                                                    ",پاپریکا,https://newcdn.fidibo.com/images/books/82925_76594_normal.jpg
23,پ,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۲/۰۶, فارسی," 13.48 
                        ","
                                    وقتی درباره عکاسی زیر آب صحبت می‌کنیم، هیچوقت فکر نمی‌کنیم ممکن است دوربینی که با آن کار می‌کنیم به اعماق دریا سقوط کند. این اتفاق برای یک غواص در ژاپن پیش آمد. اما نزدیک به دو سال بعد یک نفر به او زنگ زد و گفت: دوربین گمشده‌ او در سواحل تایوان پیدا شده است. در حالی که همچنان روشن است.
امیر یاری در این پادکست فارسی، درباره دوربین گمشده‌ ای که نزدیک به ۳۰۰ کیلومتر در زیر آب سفر کرده توضیح می‌دهد.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/83088_59338_normal.jpg
24,پا,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۴/۱۰, فارسی," 22.7 
                        ","
                                    عکاسی ورزشی نیاز به تجهیزات بسیار گران‌قیمتی دارد. حتماً عکاسان فوتبال را کنار زمین دیدید که به آرامی در گوشه‌ای جا گرفته‌اند و با لنز‌هایی که آن‌قدر سنگین هستند که باید روی سه‌پایه قرار بگیرند، در حال عکاسی از زمان فوتبال‌اند. در دنیای پیشرفته امروز که هر بازیکن با چند دوربین دنبال می‌شود، این عکاسان به دنبال چه هستند؟ چه صحنه‌هایی را قرار است ثبت کنند که ما آن‌ها را فراموش نکنیم؟ وقتی مهم‌ترین خاطرات ما از فوتبال، لحظات متحرک هستند، این عکس‌ها چه چیزی را در ذهن ما حک می‌کنند؟

فوتبال، یک سمت برد و یک سمت باخت است. یک سمت اشک می‌بینیم و یک سمت خنده. اما لحظاتی هستند که هیچکس دوست ندارد آن‌ها را به خاطر بیاورد. لحظاتی که همه، یعنی دقیقاً هر دو طرف بازی، از یادآوری آن خجالت‌زده می‌شوند. در این پادکست به سراغ ۷ تصویر می‌روم. ۷ عکس، ۷ لحظه، ۷ اتفاق. ۷ صحنه‌ای که عکاسان ورزشی با دوربین‌هایشان در خاطر ما زنده نگه داشتند تا هیچ‌وقت آن‌ها را فراموش نکنیم. ۷ صحنه که همواره از به یادآوری آن‌ها خجالت‌زده می‌شویم و فکر می‌کنیم ای‌کاش فوتبال این‌قدر بی‌رحم نبود.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/83080_66025_normal.jpg
25,پادکست ابدیت و یک روز؛ شماره سه,ابدیت و یک روز,None,حامد صرافی زاده,None,ابدیت و یک روز,۱۳۹۷/۱۱/۰۸, فارسی," 29.84 
                        ","
                                     جشنواره جهانی فیلم «کن» سال آینده هفتاد ساله می‌‌شود. همین موضوع بهانه‌‌ای شد که در سومین برنامه از مجموعه پاد‌کست‌‌های «ابدیت و یک روز» به سراغ «پرویز جاهد» منتقد سینما برویم که حال دیگر نزدیک به ده سال است به طور مداوم  به این جشنواره می رود و همواره با گزارش‌‌ها، نقدها و عکس‌‌های‌‌‌اش سینما دوستان را به پیگیری این جشنواره مشتاق‌‌تر کرده است. او در بخش نخست پادکست‌‌های مربوط به جشنواره کن برای ما از شرایط نمایش فیلم‌‌ها، فضای جشنواره، دشواری فیلم دیدن و انتقاد‌‌های معمول پیرامون همه این مسائل می‌‌گوید.
 در‌ضمن «ابدیت و یک روز» در کانال تلگرامی‌‌‌اش گزارش‌‌ها‌یی اختصاصی از جشنواره‌‌های دیگر جهانی از جمله «کارلووی واری»، «تورنتو»، «لوکارنو» و «لندن» برای مخاطبان خود تهیه ‌کرده و خواهد کرد که علاقمندان می‌‌توانند در آنجا این گزارش‌ها را بشنوند.                                                                    ",ابدیت و یک روز,https://newcdn.fidibo.com/images/books/80592_59545_normal.jpg
26,پادکست نیمه شب,نیمه شب,None,دنیل شجاعی  ،                                                                                                             مهدی خدادادی,None,نیمه شب,۱۳۹۶/۱۱/۰۶, فارسی," 22.98 
                        ","
                                    در قسمت دوم آرنوفسکی رو معرفی کردیم،درباره تمام فیلم هاش صحبت کردیم و نقاط قوت و ضعف اون هارو یادآور شدیم،در آخر سراغ مادر رفتیم و چرایی نظرات دوگانه درباره آخرین فیلم آرنوفسکی رو بررسی کردیم.                                                                    ",نیمه شب,https://newcdn.fidibo.com/images/books/83059_94173_normal.jpg
27,پادکست نوروز با آفتابگردان‌ها - قسمت ششم,گروه نویسندگان,None,گروه گویندگان,None,رادیو گوشه,۱۴۰۰/۱۲/۲۶, فارسی," 10.95 
                        ","
                                    (پادکست نوروزی رادیو گوشه)                                                                    ",ادبیات و نقد ادبی,https://newcdn.fidibo.com/images/books/129654_76497_normal.jpg
28,پادکست نوروز با آفتابگردان‌ها - قسمت پنجم,گروه نویسندگان,None,گروه گویندگان,None,رادیو گوشه,۱۴۰۰/۱۲/۲۶, فارسی," 10.69 
                        ","
                                    (پادکست نوروزی رادیو گوشه)                                                                    ",نقاشی,https://newcdn.fidibo.com/images/books/129653_10516_normal.jpg
29,پادکست ابدیت و یک روز؛ شماره سی و پنج,ابدیت و یک روز,None,حامد صرافی زاده,None,ابدیت و یک روز,۱۳۹۸/۰۴/۲۸, فارسی," 22.72 
                        ","
                                     چندی پیش به همت و پیگیری سینما‌تک موزه ‌هنرهای معاصر در یک اتفاق فرهنگی خجسته و تکرار نشدنی، سینما‌دوستان ساکن تهران موفق شدند مجموعه‌ای از فیلم‌های آلمانی زبان «سهراب شهید‌ثالث» را روی پرده سینمای تماشا کنند. در کنار نمایش این فیلم‌ها، آقای «سعید عقیقی» منتقد صاحب‌نام و با‌دانش سینمای ایران و جهان درباره دنیای آثار این سینماگر صاحب‌سیک و یگانه سخنرانی کردند که می‌توانید در سی و پنجمین پادکست «ابدیت و یک روز» شنونده صحبت‌های ایشان در آن جلسه سخنرانی باشید.‌                                                                    ",ابدیت و یک روز,https://newcdn.fidibo.com/images/books/80660_53208_normal.jpg
30, غرب غم‌زده,مارتین مک‌دونا,بهرنگ رجبی,سیاوش اکبریان  ،                                                                                                             فرناز حداد  ،                                                                                                             مهران نوروزی,"۳۰,۰۰۰ ",توسعه محتوای لحن دیگر,۱۴۰۰/۱۲/۱۴, فارسی," 107.57 
                        ","
                                    میان سه نمایشنامه‌ای که به «سه‌گانه‌ی لینِین» معروف شدند، غربِ غم‌زده نمایش زیاده‌روی است، قصۀ دو برادر که در خانه‌ای مشترک زندگی می‌کنند و نه فقط از کودکی تا بزرگسالی کم به همدیگر بدی نکرده‌اند بلکه همین الان هم جفت‌شان حاضرند هر کاری بکنند تا آن یکی را به زانو دربیاوند. نمایشنامه‌های مک‌دونا پُر آدم‌های قسی‌القلبَ‌اند اما شاید هیچکدامشان مهابتِ غربِ غم‌زده را ندارند، چون اینجا معلوم نیست آدم‌ها چرا این‌طور بی‌محابا خشونت می‌کنند و بیرحم‌اند ــ و حتا از این هم ترسناک‌تر: برای خود این آدم‌ها که اصلاً مهم نیست چرا.
مارتین مکدونا متولد ۱۹۷۰ است در لندن؛ نوجوانِ چهارده‌ساله‌ای بود که با دیدنِ نمایشی از دیوید ممِت، «بوفالوی امریکایی»، تصمیم گرفت نویسنده بشود. درس را رها کرد و طی هشت سالِ بعدش صد و خُرده‌ای قصه و طرحِ فیلمنامه نوشت و برای هر جا به ذهنش می‌رسید، فرستاد؛ همه‌شان رد شدند. در بیست و چهارسالگی هنوز داشت با مقرری هفته‌ای پنجاه دلارِ دولت سَر می‌کرد که تصمیم گرفت نمایشنامه بنویسد. دوره‌ای هر روز صبح پا شد و تا بعد از ظهر کار کرد، بعد هم تا آخرِ شب می‌نشست پای تلویزیون به دیدنِ سریال‌های شبکه‌های مختلف تا برای گره‌افکنی و به جانِ هم انداختنِ شخصیت‌ها، ایده بگیرد. نتیجه این که ظرفِ نُه ماه، هفت نمایشنامه نوشت؛ از یکیشان راضی نبود اما شش‌تای باقی در همین مدتِ کوتاه بدل به کلاسیک‌های تئاتر انگلستان شده‌اند و دست‌کم اولی‌شان، «ملکه‌ی زیبایی لینِین» از بهترین نمایشنامه‌های همه‌ی اعصار خوانده شده. بعدِ آن فقط دو نمایشنامه‌ی دیگر نوشته و یک فیلمِ کوتاه و دو فیلمِ بلند ساخته. یکبار سرِ مصاحبه‌ای در پاسخ به این پرسش که چرا این سال‌ها کم کار شده جواب داد چند تا فیلمنامه‌ی آماده برای فیلمبرداری دارد اما دلش نمی‌خواهد بسازدشان، چون هنوز پیر نشده و الان وقتِ سفر کردن و خوش گذراندنش است، بعدترها هم می‌شود نمایشنامه نوشت و فیلم ساخت.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/128951_85794_normal.jpg
31, نمایش‌نامه عشق‌لرزه,اریک امانوئل اشمیت,شهلا حائری,گروه گویندگان  ،                                                                                                             میلاد فتوحی,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۳/۱۳, فارسی," 122.2 
                        ","
                                    کتاب صوتی «عشق‌لرزه» نوشته‌ی اریک امانوئل اشمیت است که با ترجمه‌ی شهلا حائری و خوانش جمعی از گویندگان منتشر شده. 
دیان عاشق ریچارد است، اما زمانی که با کمی بی‌توجهی از سوی او مواجه می‌شود، به جای در میان گذاشتن خالصانه احساسش، با غرور با او برخورد می‌کند و همین که نمی‌تواند بخش‌ درستی از احساساتش را در رفتار خصوصی‌اش به کار بگیرد، باعث حرکت و جابجایی نادرست لایه‌های درونی احساسش می‌شود و زلزله‌ای را به وجود می‌آورد که ناشی از عشق است؛ عشقی بزرگ که در اثر خویشتن‌داری و بروز ندادن و غرور از هم پاشیده و منجر به تنفر می‌شود.
اریک امانوئل اشمیت در این نمایشنامه بار دیگر به تحلیل احساسات و روابط انسان‌ها می‌پردازد و با قلم شیرینش ما را به تفکر و تحسین وامی‌دارد. 
اینکه چگونه در یک چشم به‌هم زدن احساسات دگرگون می‌شود، نفرت جای عشق را می‌گیرد و بنای آرزوها درهم می‌ریزد و هنگامی‌که احساس شخصی دگرگون می‌شود، زندگی سایر شخصیت‌ها نیز دچار زلزله و آتشفشان می‌شود.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/90754_57839_normal.jpg
32,دانلود پادکست دیج ایمیج  قسمت شانزدهم  دیج ایمیج  ,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۷/۰۲, فارسی," 20.61 
                        ","
                                    جنگ همیشه زشت است، همیشه زشت بوده و همواره زشت خواهد ماند. هرکسی چیزی غیر از این می‌گوید، یا هرگز نجنگیده یا اطمینان دارد که هرگز خودش در میدان جنگ نخواهد بود. آنچه که ما از جنگ می‌بینیم، دیده‌ها و شنیده‌های دیگرانی است که خود در جنگ بوده‌اند. اما این کسر کوچکی از چیزی که در آنجا اتفاق می‌افتد. سال‌ها پیش، وقتی هنوز فاشیسم به عنوان یک قدرت جهانی در سرتاسر دنیا تأثیرگذار بود، یک عکاس جنگی به نام رابرت کاپا با هنر خود توانست به همه دنیا نشان دهد که معنای واقعی جنگ چیست؟ زمانی که رهبران فاشیست دنیا بر طبل جنگ می‌کوبیدند، عکس‌های رابرت کاپا باعث شد تا جنبش‌های صلح‌طلبی در سرتاسر دنیا شکل بگیرند و نهایتاً زمانی همین عکس‌ها به عنوان اسناد جنایات جنگی در دادگاه‌های فاشیست‌ها ارائه شد.
رابرت کاپا در سال ۱۹۱۳ در مجارستان به دنیا آمد. اما بعدها به برلین سفر کرد و آنجا عکاسی را یاد گرفت. کاپا یهودی بود و برای همین هم با قدرت گرفتن فاشیست‌ها در سرزمین مادری‌اش از آنجا فرار کرد و به فرانسه رفت. در جنگ جهانی دوم، رابرت کاپا در آمریکا و مجله Life مشغول به کار شد و بارها در کنار نیروهای نظامی آمریکایی به صحنه‌های نبرد رفت. یکی از تکان‌دهنده‌ترین روز‌های جنگی که رابرت کاپا از آن عکاسی کرد، روی D-Day معروف به طولانی‌ترین روز بود. این روز که در فیلم “نجات سرباز رایان” هم به تصویر کشیده شده، روز بزرگ‌ترین حمله نیروهای آمریکایی به آلمان‌ها در ساحل نورماندی فرانسه اشغال شده بود که از آن تنها ۱۱ عکس باقی مانده است. ۱۱ عکس از جهنم، ماجرای کاپا و ۱۱ عکسی است که توانست از آنجا به یادگار باقی بماند تا نسل‌های آینده بدانند چهره واقعی جنگ چیست. رابرت کاپا عکاسی بود که عشقش را در یک جنگ از دست داد و خود نیز در یک جنگ کشته شد.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/83816_32678_normal.jpg
33,دانلود پادکست دیج ایمیج  قسمت پنجم  دیج ایمیج  ,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۲/۰۲, فارسی," 18.29 
                        ","
                                    جنجال کپی رایت ناروتو، میمون سلفی بگیر هنوز به پایان نرسیده است و هنوز مشخص نیست که رای دادگاه، عکاس این عکس یعنی اسلیتر را محکوم می‌کند یا خیر. این عکاس، در سال ۲۰۱۱، عکسی را از میمونی ثبت کرده است که تبدیل به یکی از جنجالی‌ترین دادگاه‌های کپی رایت در جهان شد. اگر درباره میمون سلفی بگیر و داستان دادگاه‌های حق نشر این عکس کنجکاو هستید، این پادکست فارسی را گوش دهید.
امیر یاری در این پادکست فارسی، درباره عکس ناروتو، میمون سلفی بگیر و دادگاه‌های حق کپی رایت این عکس توضیح می‌دهد.                                                                    ",دیج ایمیج,https://newcdn.fidibo.com/images/books/83089_79026_normal.jpg
34,پادکست نوروز با آفتابگردان‌ها - قسمت چهارم,گروه نویسندگان,None,گروه گویندگان,None,رادیو گوشه,۱۴۰۰/۱۲/۲۶, فارسی," 12.91 
                        ","
                                    (پادکست نوروزی رادیو گوشه)                                                                    ",نقاشی,https://newcdn.fidibo.com/images/books/129652_51985_normal.jpg
35,پادکست نیمه شب,نیمه شب,None,مهدی خدادادی,None,نیمه شب,۱۳۹۷/۰۵/۰۸, فارسی," 40.82 
                        ","
                                    در قسمت چهارم «نیمه شب» درباره سینمای محمد حسین مهدویان و مسیر هنریش صحبت کردیم و گذری بر تمام آثار شناخته شده‌اش داریم.

 از تولد داکیودرام با آخرین روز های زمستان تا شناخته شدن مهدویان با ایستاده در غبار، اختلاف نظر ها درباره ماجرای نیمروز و تغییر این کارگردان جوان با لاتاری موضوعاتی هستند که در این اپیزود به اون ها اشاره شده.

اگر آثار مهدویان رو می‌پسندید این اپیزود رو گوش کنید و اگر اون ها رو دوست ندارید حتما گوش کنید و نظرات خودتون رو با ما در میون بذارید. 

موسیقی‌های استفاده شده از آثار مهدویان به صورت رایگان در اینترنت منتشر شده اند.                                                                    ",نیمه شب,https://newcdn.fidibo.com/images/books/83064_94476_normal.jpg
36, دلی‌بای و آهو,عباس معروفی‌,None,شکیلا نصری‌نژاد  ،                                                                                                             مونا ابوشهاب  ،                                                                                                             میلاد فتوحی,"۱۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۶/۰۴, فارسی," 75.66 
                        ","
                                    «دلی بای و آهو» نمایشنامه‌ای در سه پرده و نوشته عباس معروفی است. «دلی بای و آهو» را می‌توان درامی‌ در سوگ عشق دانست. قصه تلخ عشقی بی‌فرجام:

میهمانان‌ عروسی «دلی بای» و «آهو» را جشن گرفته‌ اند. دستی ناپیدا دلی بای را از سر سفره‌ی‌ عقد به خود می‌خواند. «آهو» نگران است. «بایاندو» آرام ندارد. «آی‌تک‌» و «آی لر» شاد و سرمستند. «مایسا» در هراس ماری زخمی‌ به نام «قاراچوگا» است. این مار نیز دل در گرو «آهو» دارد. قرار بود «مایسا» عروس خانه‌ «بایاندو» شود. این را «گودانا» قبل از مرگش‌ خواسته بود. اما «دلی بای» دل به عشق‌ «آهو» باخت. زیباترین دختر ایل. قطعاً «قاراچوگا» آرام نخواهد گرفت... 

این نمایشنامه با خوانش جمعی از گویندگان منتشر شده است.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/92960_91648_normal.jpg
37, آناتومی ساختار درام,نصرالله قادری,None,مریم محبوب,"۳۴,۰۰۰ ", کتاب نیستان,۱۳۹۸/۰۶/۲۶, فارسی," 527.47 
                        ","
                                    «آناتومی ساختار درام» نوشته نصرالله قادری نویسنده سمنانی الاصل است، قادری به جز نویسندگی به تدریس در دانشگاه و همچنین کارگردانی سینما نیز مشغول است. همان‌طور که از نام این کتاب برمی‌آید در آن به ویژگی‌های ساختاری درام پرداخته شده و اجزای دارم‌نویسی به همراه نظریات مربوط در شش فصل با عناوین مختلف مورد بررسی قرار گرفته‌اند. نویسنده در تدوین این کتاب کوشیده است به دو پرسش اساسی در حوزه درام یا نمایش پاسخ دهد:
۱ـ نمایش‌نامه چیست؟
۲ـ صنعت نمایش چه معنا و مفهومی دارد؟
وی به همین منظور به شرح و بررسی چهار عنصر مشخص درام می‌پردازد که عبارت‌اند از «طرح»، «کاراکتر»، «انگاره» و «دیالوگ». از این رو می‌توان گفت این کتاب راه‌گشای خوبی برای دانشجویان و علاقه‌مندان به رشته تاتر و نمایش‌نامه‌نویسی است.
این کتاب شامل پنج فصل و یک فصل ضمائم است و  نویسنده در پایان هر فصل ، ماخذ را به صورت پاورقی  آورده است. قادری در مقدمه، نمایشنامه را یک اثر ادبی ـ هنری ذکر کرده که حیات واقعی آن در نمایش تجلی پیدا می‌کند  و گفته وی  بعضی در تعریف نمایشنامه تا به آنجا پیش رفته‌اند که معتقدند سطور نمایشنامه تنها راهنمایی است که یک کارگردان یا بازیگر خوب بدان نیازمند است. او با توضیح این مطلب به دنبال پاسخی برای تعریف چیستی نمایش‌نامه و معنای نمایش می‌رود و در این خصوص به ارائه نظریات مختلف از جمله ارسطو ، فیثاغورث ، سوفسطایان و… می‌پردازد.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/93494_32270_normal.jpg
38, نمایش‌نامه خرده نان,لویی کالافرت,شهلا حائری,شاهین علائی‌نژاد  ،                                                                                                             کیانا اطهری‌ نژاد  ،                                                                                                             گلچهره زند,"۲۸,۰۰۰ ",نوین کتاب,۱۳۹۸/۰۳/۱۷, فارسی," 46.48 
                        ","
                                    کتاب صوتی «خرده نان» نوشته لویی کالافرت و با ترجمه شهلا حائری منتشر شده و خوانش آن به‌عهده شاهین علایی‌نژاد و گلچهره زند بوده است. 
کتاب درباره زن و شوهری‌ست که، مانند هر شب، زندگی آرامی را می گذرانند تا اين كه در همسايگی شان اتفاقات عجيبی رخ می دهد كه آن‌هاا را وا می‌دارد در مورد خود و زندگی از نو بينديشند. لويی كالافرت با زبانی ساده از زندانی كه انسان‌ها برای خود ساخته‌اند و از آرزوهای بر باد رفته شان سخن می‌گويد. بی‌تفاوتی انسان‌ها نسبت به آن چه در خارج از زندگی و عادات روزمره شان رخ می‌دهد خواننده را به خود می‌آورد و منقلب می‌كند.
اين نمايش‌نامه برنده‌ جايزه‌ ايبسن در سال ۱۹۷۸ شد و نويسنده‌اش لويی كالافرت (۱۹۲۸-۱۹۹۴) در سال ۱۹۸۵ به خاطر مجموعه آثارش جايزه بزرگ شهر پاريس و در سال ۱۹۹۲ جايزه بزرگ ملی ادبيات فرانسه را از آن خود كرد.                                                                    ",نمایشنامه,https://newcdn.fidibo.com/images/books/90802_41200_normal.jpg
39,پ,دیج ایمیج,None,امیر یاری,None,دیج ایمیج,۱۳۹۷/۰۱/۱۴, فارسی," 5.6 
                        ","
                                    کانن یک ویدئوی ۳ دقیقه‌ای منتشر کرده که در آن قدرت حسگر ۱۲۰ مگاپیکسلی CMOS خودش را به تصویر کشیده است. این حسگر که برای نخستین بار، تابستان ۲ سال پیش معرفی شده بود، در ماه می ۲۰۱۶ در معرض دید عموم قرار گرفت. کانن نام این حسگر را ۱۲۰MXS گذاشته است و رزولوشن دقیق آن برابر ۱۳۲۸۰×۹۱۸۴ پیکسل است. این رزولوشن تقریباً ۶۰ برابر یک حسگر Full HD معمولی است. نکته مهم درباره این حسگر این است که اندازه آن APS-H می‌باشد. یعنی کمی بزرگ‌تر از حسگر‌های APS-C (مانند حسگر Canon ۸۰D) و کمی کوچک‌تر از حسگر‌های Full Frame (مانند Canon ۵D Mark IV). اما کانن چطور توانسته است این تعداد پیکسل را در اندازه‌ای به این کوچکی جای دهد؟                                                                    ",کانال‌های پادکست,https://newcdn.fidibo.com/images/books/83073_89335_normal.jpg
40,پادکست پاپریکا - پرویز یشایایی  - اپیزود ۱۰,پاپریکا,None,طه حسینی نژاد,None,پاپریکا,۱۳۹۷/۰۶/۲۶, فارسی," 0 
                        ","
                                    پرویز یشایایی تهیه کننده سینما مهمان این اپیزود پادکست پاپریکا است. یشایایی تهیه کننده فیلم‌های مثل ناخدا خورشید، اجاره نشین‌ها، هامون و هنرپیشه است. او با کارگردانان صاحب نامی مثل داریوش مهرجویی، ناصر تقوایی و محسن مخملباف کار کرده است.                                                                    ",پاپریکا,https://newcdn.fidibo.com/images/books/83470_95395_normal.jpg
41,پادکست نیمه شب,نیمه شب,None,مهدی خدادادی,None,نیمه شب,۱۳۹۷/۱۱/۰۸, فارسی," 24.07 
                        ","
                                    در این قسمت به جنبه‌های فنی و هنری وال ایی پرداخته شده، بررسی می‌کنیم که چرا این انیمیشن یکی از بهترین انیمیشن‌های تاریخه و تحلیلی روی تمام شخصیت‌هاش داشتیم، و نگاهی به ارجاعات و نمادهای وال ایی کردیم.

بخش ویژه این قسمت بیان تفاوت‌های بین جنس و جنسیته و ارتباط اون‌ها با دنیای ربات‌ها و وال ایی                                                                    ",نیمه شب,https://newcdn.fidibo.com/images/books/87046_17291_normal.jpg
42,پادکست ابدیت و یک روز؛  شماره هجده,ابدیت و یک روز,None,حامد صرافی زاده,None,ابدیت و یک روز,۱۳۹۸/۰۲/۲۰, فارسی," 32.02 
                        ","
                                     در هجدهمین قسمت از مجموعه پادکست‌های «ابدیت و یک روز» به سر منزل «فروشنده» اصغر فرهادی رسیده‌‌ایم و دو سه هفته‌ای نیز در اینجا خواهیم ماند. مهمان‌‌های این هفته ما آقایان «علی مصلح حیدر‌‌زاده» (منتقد فیلم و سردبیر وب‌‌سایت «آی سینما») و «یاشار نورایی» (منتقد و مترجم سینمایی و از نویسندگان ماهنامه «مجله فیلم») بعنوان منتقدان موافق و مخالف این اثر در گفتگویی با یکدیگر دلایل همراهی و دوری‌‌شان را از این ساخته مهم و پر‌‌فروش‌‌ترین فیلم تاریخ سینمای ایران (تا به اینجای‌ کار) با ما در‌‌میان گذاشته‌‌اند.                                                                    ",ابدیت و یک روز,https://newcdn.fidibo.com/images/books/80622_82321_normal.jpg
