,name,authors,translator,price,publisher,price_printed,date,language,vol,pages,isbn,description,category,cover_loc
24,پس از تو,جوجو مویز,مریم مفتاحی,"۶۰,۰۰۰ ", آموت," ۷۲,۰۰۰ ",۱۳۹۵/۱۰/۱۵, فارسی," 2.56 
                        "," ۵۴۴ 
                            ",978-600-384-018-8, یادم می‌آید که برای نخستین بار «من پیش از تو» کتاب قبل‌تر جوجو مویز را در حدود دو ماه قبل خواندم و عمیقاً تحت تأثیر داستان، شخصیت‌ها، ارزش‌ها و نگرش‌های مختلف آنها بودم. همان موقع برایم جای پرسش بود که ویل ترینر چگونه توانست لوئیزا کلارک را کنار بگذارد؟ به نظرم کمی خودخواهانه می‌آمد. فکر کردم که این کار او چه تأثیری بر زندگی لوئیزا خواهد داشت؟ و او چگونه به زندگی بازخواهد گشت؟ رابطه آنها ناعادلانه بود. برایم عشق، افسردگی، خاطرات و بازسازی روحی انسان‌ها بعد از هر حادثه، رنگ بیشتری به خود گرفت. به این معنا که دیدم نسبت به گذشته تغییر کرده بود، زمانی که پرفروش‌ترین اثر جوجو مویز را خواندم. برایم عشق دیگر صحنه رما,داستان و رمان انگلیس,https://newcdn.fidibo.com/images/books/65673_82398_normal.jpg
25,هیچ دوستی به جز کوهستان,"
 
                                                                                            
بهروز بوچانی ",None,"۲۶,۰۰۰ ", چشمه," ۴۸,۰۰۰ ",۱۳۹۸/۱۰/۱۵, فارسی," 1.64 
                        "," ۲۴۸ 
                            ",978-622-01-0139-0,«برای موونس و جنت,داستان و رمان ایرانی,https://newcdn.fidibo.com/images/books/96493_79380_normal.jpg
26,دختری در قطار,پائولا هاوکینز,فرانک سالاری,"۱۱,۰۰۰ ", البرز," ۵۵,۰۰۰ ",۱۳۹۴/۰۴/۱۵, فارسی," 2.1 
                        "," ۳۵۲ 
                            ",978-964-442-917-0,کمتر کسی فکرش را می‌کرد که دختری که آرام در گوشه‌ای از قطار نشسته و به بیرون خیره شده، همان کسی باشد که بتواند هری پاتر را کنار بزند و یکی از پرفروش‌های دنیای ادبیات معاصر شود. نویسنده‌ی رمان «دختری در قطار»، «پائولا هاوکینز»، این رمان را در ژانر معمایی و دلهره‌آور نوشته است. برتری این کتاب در مقایسه با آثار مشابه در این است که نویسنده توانسته با خوش‌فکری تمام، حال و هوایی عاشقانه و احساسی هم به کتابش بدهد. تلفیق تمام این احساسات ضد و نقیض توانسته اثری منحصربه‌فرد و مانگار خلق کند. این رمان در آغاز انتشار، توانست رکورددار پرفروش‌ترین‌های نیویورک‌تایمز شود. روزنامه‌ی گاردین می‌گوید فروش دختری در قطار توانسته حتی رکورد کتاب کد داوینچی را هم بشکند. مهم نیست طرف‌دار ژانر معمایی و پلیسی باشید یا نه، خواندن کتاب دختری در قطار یعنی فرورفتن در فضایی مه‌آلود و هیجان‌انگیز که بازی‌های ذهنی و معماهای روانی آن، مخاطب را به‌خوبی به دل داستانی پرکشش و جذاب می‌کشاند.,داستان و رمان انگلیس,https://newcdn.fidibo.com/images/books/4481_60982_normal.jpg
27,هری پاتر و سنگ جادو,جی.کی رولینگ,سعید کبریایی,"۵۵,۰۰۰ ", کتابسرای تندیس," ۴۶,۰۰۰ ",۱۳۹۳/۰۵/۱۵, فارسی," 1.78 
                        "," ۳۵۲ 
                            ",964-5757-02-9,مجموعه داستان‌های مهیج زیادی وجود دارند که به دست نویسندگانی چیره‌دست نوشته شده‌اند، گویی این کتاب‌ها تخیل و افکار خلاق نویسنده‌شان را به‌خوبی در ذهن ما به تصویر می‌کشند. به نظر می‌آید بعضی از کتاب‌ها و داستان‌های تخیلی به وجود آمده‌اند تا ساعاتی ذهن آدمی را از اتفاقات روزمره دور کنند و در دنیای سرشار از هیجان و رخداد‌های متفاوت غرق کنند. قطعا نام هری پاتر به گوش شما خورده است، مجموعه داستانی که می‌تواند هرکسی را متعجب و متحیر کند‌. مجموعه داستان‌های هری پاتر حتی در مواردی زندگی نوجوانان را تغییر داده است. کتاب هری پاتر و سنگ جادو به قلم جی کی رولینگ دقیقا شروع داستان مشهور این پسر پرآوازه است. این کتاب از همان دست کتاب‌های اعجاب‌انگیز است که بخشی از یک زندگی متفاوت را با استفاده از کلمات در ذهن شما به تصویر خواهد کشید و شما را به دنیای یک پسر کنجکاو خواهد برد!,نوجوان,https://newcdn.fidibo.com/images/books/3378_23861_normal.jpg
28,قلعه حیوانات,جورج اورول‌,امير اميرشاهی,"۱۵,۰۰۰ ", جامی," ۲۴,۰۰۰ ",۱۳۹۵/۱۰/۱۵, فارسی," 0.63 
                        "," ۱۲۸ 
                            ",978-964-5620-54-5,خرید و دانلود نسخه‌ی الکترونیکی و پی دی اف کتاب قلعه‌ حیوانات اثر جورج اورول با ترجمه‌ی امیر امیرشاهی در فیدیبو امکان‌پذیر است.,داستان و رمان انگلیس,https://newcdn.fidibo.com/images/books/81097_66491_normal.jpg
29,ربکا,دافنه دوموریه,خجسته کیهان,"۵۰,۰۰۰ ", افق," ۱۷۵,۰۰۰ ",۱۳۹۱/۱۰/۱۵, فارسی," 3.06 
                        "," ۶۹۴ 
                            ",978-964-369-757-0,اگر قرار باشد از شاهکارهای کلاسیک عاشقانه در جهان فهرستی تهیه کنیم، بدون شک نام یکی از کتاب‌های این فهرست ربکا اثر «دافنه دو موریه» است. کتابی که راويت‌كننده‌ي يك قصه‌‌ي مرموز و عاشقانه است و با این‌که نزدیک به هشتاد سال از انتشارش می‌گذرد، هنوز هم خواندن آن لذت‌بخش است و ذهن‌ مخاطب‌اش را تا پايان درگیر می‌کند. نوع روایت زیبا و تاثیرگذار داستان ربه‌کا باعث شده تا خواننده در تمام موقعیت‌ها و اتفاق‌ها به دنبال سرنوشت شخصیت‌ها باشد. ربکا جزو آن دسته از کتاب‌های پرکشش و خوش‌خوانی است که تا آن را تمام نکنید، نمي‌توانيد رهایش ‌کنید. یکی از افرادی که این موضوع را به خوبی درک کرد «آلفرد هیچکاک» کارگردان بزرگ آمریکایی بود که فیلم فوق‌العاده‌‌ای براساس داستان این کتاب ساخت.,داستان و رمان عاشقانه,https://newcdn.fidibo.com/images/books/2038_99547_normal.jpg
30,یک,جوجو مویز,مریم مفتاحی,"۶۰,۰۰۰ ", آموت," ۷۴,۰۰۰ ",۱۳۹۵/۱۰/۱۵, فارسی," 3.02 
                        "," ۵۶۸ 
                            ",978-600-384-022-5,گاهی عرصه چنان بر انسان تنگ می‌شود که او ناچار به تصمیم‌گیری عجیبی در زندگی‌ می‌شود. اگر انسان با علم به اشتباه خود تصمیم نادرستی بگیرد ذهن او مدام به دنبال یک توجیه درست و منطقی برای این تصمیم می‌گردد. در نهایت زمانی که عواقب اشتباه خود را می‌بیند تمام سعی خود را می‌کند تا اشتباهاتش را جبران کند. اما چه کسی می‌تواند بدون کمک و همراهی دیگران به تنهایی از پس همه‌ی مشکلات بر بیاید. همیشه گفته‌اند یک دست صدا ندارد. «جوجو مویز» هم در رمان حیرت‌انگیز «یک به علاوه یک» از همراهی عشق و دوستی برای جبران اشتباهات می‌گوید.,داستان و رمان انگلیس,https://newcdn.fidibo.com/images/books/65696_17103_normal.jpg
31,قلعه حيوانات,جورج اورول‌,حميدرضا بلوچ,"۷,۵۰۰ ",مجید," ۱۵,۰۰۰ ",۱۳۹۳/۰۷/۱۵, فارسی," 0.76 
                        "," ۱۲۷ 
                            ",964-453-052-7,"
                                    داستان در مورد انقلابی است که بر اساس برادری و برابری شکل می گیرد ولی در آخر با شکست مواجه می شود. در ابتدا گروهی از حیوانات مزرعه که مورد بدرفتاری صاحب مزرعه قرار دارند انقلاب می کنند و قوانینی را برای پایه ریزی جامعه ای مبتنی بر مساوات و برابری به تصویب می رسانند ولی این قوانین به تدریج زیر پا گذاشته می شودو...                                                                    ",داستان و رمان انگلیس,https://newcdn.fidibo.com/images/books/3844_36809_normal.jpg
32,عقاید یک دلقک,هاینریش بل,شریف لنکرانی,"۱۹,۰۰۰ ", امیرکبیر," ۴۳,۰۰۰ ",۱۳۹۲/۱۰/۱۵, فارسی," 1.9 
                        "," ۲۷۲ 
                            ",978-964-00-1420-2,.ما در این مقاله به معرفی کتاب عقاید یک دلقک می پردازیم تا داستان این دلقک تنها را موشکافانه بررسی کنیم و از انتهای داستانی که هانریش بل آن را جهانی کرده اطلاع پیدا کنیم.شما می توانید نسخه الکترونیکی این رمان عامه پسند را از فیدیبو دانلود کنید.,داستان و رمان آلمان,https://newcdn.fidibo.com/images/books/68538_32663_normal.jpg
33,شازده کوچولو,آنتوان دوسنت‌اگزوپری,ابوالحسن نجفی,"۱۵,۰۰۰ ", نیلوفر," ۲۵,۰۰۰ ",۱۳۷۹/۱۰/۱۵, فارسی," 1.91 
                        "," ۱۱۷ 
                            ",978-964-448-132-1,آنچه در بالا خواندید نقد و بررسی کتاب شاهزاده کوچولو اثر آنتوان دو سنت اگزوپری با ترجمه ابوالحسن نجفی بود. می توانید به راحتی کتاب الکترونیکی یا کتاب صوتی شازده کوچولو از فیدیبو دریافت کنید.,داستان و رمان فرانسه,https://newcdn.fidibo.com/images/books/65190_44421_normal.jpg
34,منِ او,"
 
                                                                                            
رضا امیرخانی ",None,"۵۰,۰۰۰ ", افق," ۱۱۵,۰۰۰ ",۱۳۹۰/۱۰/۱۵, فارسی," 2.4 
                        "," ۶۰۰ 
                            ",978-964-369-759-4,در تمام این سال‌هایی که حرف از فاجعه بار بودن سرانه مطالعه در ایران است، رضا امیرخانی، تقریبا تنها نویسنده‌ای بوده است که مردم برای خریدن کتاب آخرش (ر.ه.ش.) در اولین روز انتشار آن صف می‌کشند. هرچند شاید جمعیت مشتاق ایستاده در صف به نسبت مردمی که در خارج از کشور برای یک کتاب خاص صف کشیده‌اند، کمتر باشد، اما این موضوع به خودی خود، در شرایطی که آمار کتابخوانی ایرانیان بسیار ناراحت کننده است، پدیده‌ای جذاب و البته قابل تامل است. باید حتما در این مورد بررسی صورت گیرد، موضوع مورد تحلیل قرار گیرد، نوشته شود، اگر لازم بود میزگرد برگزار شود که امیرخانی در طول این سالیان چه کرده است که مخاطبش اینگونه مشتاق خواندن کتاب جدید اوست؟ و یا نویسندگان دیگر چه پارامترهایی را باید مد نظر قرار دهند که بتوانند مخاطب ایرانی را هرچه بیشتر به خواندن تشویق کنند.,داستان و رمان ایرانی,https://newcdn.fidibo.com/images/books/64820_36952_normal.jpg
35,هاگوارتز راهنمای ناکامل و نامعتبر,جی.کی رولینگ,امین بهره‌مند  ،                                                                                                             حسین غریبی,None, آفرینش کتاب الکترونیک فیروزان (فیدیبو),None,۱۳۹۵/۰۸/۲۶, فارسی," 4.13 
                        ","  
                            ",None,"
                                     ما اطلاعات زیادی از هاگوارتز داریم. هاگوارتز مدرسه‌ای برای ساحران و ساحره‌هایی است که دعوتنامه حضور در آن با جغدی برایشان ارسال می‌شود. قلعه هاگوارتز مجموعا ۱۴۲ راه‌پله دارد که هر زمان و به هر سمتی که صلاح بدانند، جا‌به‌جا می‌شوند. این مدرسه توسط گودریک گریفندور، روونا ریونکلاو، هلگا هافلپافو سالازار اسلیترین بنا شده و گروه‌های مدرسه نیز به نام آن‌ها نام‌گذاری شده است.
همچنین راهرویی مخفی پشت مجسمه ساحره یک چشم وجود دارد که امکان فرار فردی کوچک به زیرزمین مغازه دوک‌های عسلی را فراهم می‌کند. اما اگر پروفسور آلبوس پرسیوال والفریک برایان دامبلدورمی‌گوید که تمامی رازهای هاگوارتز را نمی‌داند، ما نیز نمی‌توانیم ادعا کنیم که همه چیز را می‌دانیم.
تنها یک نفر هست که همه چیز را در مورد هاگوارتز می‌داند. در این کتاب جی.کی.رولینگ اسرار مخفی و افسانه‌های عجیب مدرسه بریتانیایی علوم و فنون جادوگری هاگوارتز را فاش می‌کند.                                                                    ",کتاب‌های رایگان ,https://newcdn.fidibo.com/images/books/63851_54348_normal.jpg
36,شازده کوچولو,آنتوان دو سنت اگزوپری‌,احمد شاملو,"۱۰,۰۰۰ ", نگاه," ۱۷,۰۰۰ ",۱۳۹۵/۱۰/۱۵, فارسی," 1.56 
                        "," ۱۰۳ 
                            ",978-964-351-013-8,شازده کوچولو داستان تقریبا کوتاهی است که اتفاقات شگفت‌انگیز آن گاه رنگ و بوی فلسفی به خود می‌گیرد. فلسفه‌ای از جنس سادگی یک کودک که به زبان ساده و خیال‌انگیز توصیف می‌شود. در سال ۲۰۰۷ شازده کوچولو به عنوان کتاب سال فرانسه برگزیده شد و از زمان انتشار تا امروز به بیش‌از 300 زبان ترجمه شده است. از داستان شازده کوچولو چند اقتباس در سینما وجود دارد که جدیدترین آن در سال 2015 منتشر شد. یک فیلم پویانمایی رایانه‌ای سه‌بعدی انگلیسی‌زبان ساخت فرانسه به کارگردانی «مارک آزبرن» بر اساس داستان شازده کوچولو ساخته شد. این فیلم بخش‌هایی از داستان را با استفاده از شیوه انیمیشنی استاپ موشن به تصویر کشیده است. شازده کوچولو یک اثر داستانی صرف نیست، فلسفه‌ا‌ی از زندگی است که با هربار خواندش به مفهومی تازه از آن پی می‌بریم.,داستان و رمان فرانسه,https://newcdn.fidibo.com/images/books/88128_62041_normal.jpg
37,زندگی دومت زمانی آغاز می‌شود که می‌فهمی فقط یک زندگی داری,رافائل ژیوردانو,معصومه خطیبی بایگی,"۱۲,۰۰۰ ", البرز," ۴۷,۰۰۰ ",۱۳۹۷/۰۱/۱۵, فارسی," 1.29 
                        "," ۲۰۴ 
                            ",978-964-442-995-8,None,داستان و رمان آلمان,https://newcdn.fidibo.com/images/books/82587_47775_normal.jpg
38,داستان‌هایی کوتاه از هاگوارتز,جی.کی رولینگ,امین بهره‌مند,None, آفرینش کتاب الکترونیک فیروزان (فیدیبو),None,۱۳۹۵/۰۹/۲۳, فارسی," 0.51 
                        "," ۶۳ 
                            ",None,"
                                     دنیای جادوگری می‌تواند دنیایی سیاه و خطرناک باشد. وردهایی هستند که در شش هجا می‌توانند باعث مرگ شوند، معجون‌هایی هستند که قادرند اختیار افراد را سلب کنند و جانورانی جادویی وجود دارند که می‌توانند حتی دلاورترین جادوگران را از پای در آورند. به همین دلیل است که کارهای شجاعانه و دلاوری‌ها در دنیای جادوگری اهمیت و قدرت بیشتری پیدا می‌کنند.
گرفتن یک چوبدستی در دست می‌تواند به شما جرأت بدهد اما در دنیای جادوگری برای اتخاذ تصمیم‌های شجاعانه به چیزی بیش از آن نیاز دارید. در این مجموعه از دست‌نوشته‌های جی.کی.رولینگ شما درباره عشق، غم و اندوه و اعتبار همیشگی مینروا مک‌گونگال، درباره سرنوشت غم‌انگیز ریموس لوپین، درباره رفتار بی‌ملاحظه سیلوانوس کتل‌بورن و چیزهای بسیار دیگر مطالعه خواهید کرد.                                                                    ",کتاب‌های رایگان ,https://newcdn.fidibo.com/images/books/64443_56387_normal.jpg
39,کافکا در کرانه,هاروکی موراکامی,مهدی غبرائی‌,"۵۷,۰۰۰ ", نیلوفر," ۹۵,۰۰۰ ",۱۳۸۶/۱۰/۱۵, فارسی," 3.82 
                        "," ۶۰۷ 
                            ",978-964-448-350-9,فکر می‌کنید روزی این توانایی را کسب کنید که با گربه ها صحبت کنید؟ یا این‌که الهاماتی درونی به شما بگوید که الان بهتر است چه کاری انجام دهید، امروز به کجا بروید و یا منتظر چه چیزی باشید؟ احتمالا اگر این کارها را انجام دهید، از نظر بقیه فردی عجیب و غریب به نظر می‌رسید. اما «ناکاتا» این توانایی را پیدا کرده تا در کتاب «کافکا در کرانه» با گربه‌ها حرف بزند و با الهامات درونی‌اش در دنیای موازی که «هاروکی موراکامی» نویسنده مشهور ژاپنی خلق کرده در کنار پسری به نام «کافکا» در جهان موازی دیگری، زندگی کند.,داستان و رمان آسیای شرقی,https://newcdn.fidibo.com/images/books/1167_32120_normal.jpg
40,افسانه‌‌های بیدل قصه‌‌گو,جی.کی رولینگ,محمد نوراللهی,None, بهنام,None,۱۳۸۷/۱۰/۱۵, فارسی," 1.65 
                        "," ۹۶ 
                            ",978-964-5668-50-9,جادو، شاید برای برخی از افراد بی‌معنی و برای برخی دیگر واقعی باشد. در دنیایی که علم در آن حاکم است، به نظر نمی‌رسد جادو و جادوگری بتواند حقیقت بیابد. اما شاید به تعبیری دیگر بتوان گفت جادو همان احساسی است که افراد به یکدیگر منتقل می‌کنند. افرادی که محبت و عشق را به دیگران می‌دهند بی‌شک جادوگرانی هستند که قلب آدمی را مانند جویی زلال و روان می‌سازند. در حالی که هرگاه خشم و کینه به انسان‌ها داده شود از آنها خبیث‌ترین کارها سرزده و دنیا تبدیل به دوزخ می‌شود.,کتاب‌های رایگان ,https://newcdn.fidibo.com/images/books/62272_20349_normal.jpg
41,بادبادک‌باز,خالد حسینی,غلامرضا اسکندری,"۱۸,۰۰۰ ",مجید," ۴۹,۰۰۰ ",۱۳۹۵/۱۰/۱۵, فارسی," 2.54 
                        "," ۴۳۲ 
                            ",978-600-7987-29-2,"
                                    شخصیت من به‌شکل امروزی‌اش در دوازده‌سالگی‌ام در یک روز سرد ابری، در زمستان سال ۱۹۷۵ شکل گرفت. آن‌لحظه را دقیقاً به‌یاد دارم که پشت چینه‌ی مخروبه‌ای چمباتمه زده و به‌داخل کوچه‌ی کنار نهر یخ‌زده نگاه می‌کردم. سالیان سال از آن زمان می‌گذرد؛ اما زندگی به من آموخت که آن‌چه درباره‌ی گذشته و این‌که چه‌طور می‌توانی دفنش کنی می‌گویند، دروغی بیش نیست. از این‌رو این را می‌گویم که گذشته به هر قیمت، پنجه‌کشان راهش را به‌سویت باز می‌کند. حال که به عقب می‌نگرم، درمی‌یابم که تمام بیست و شش سال گذشته را به دیدزدن آن کوچه‌ی متروک سپری کرده‌ام.
در یکی از روزهای تابستان گذشته، دوستم، رحیم‌خان از پاکستان با من تماس گرفت. از من خواست به ملاقاتش بروم. همان‌طور که گوشی‌به‌دست در آشپزخانه ایستاده بودم، خوب می‌دانستم که این فقط رحیم‌خان نیست که در آن‌سوی خط حرف می‌زند؛ این گذشته‌ی آکنده از گناهان کفاره‌نداده‌ام بود که از آن‌سوی خط با من حرف می‌زد. پس‌از آن‌که گوشی را گذاشتم، برای قدم‌زدن، کنار ساحل دریاچه‌ی اسپرکلز واقع در حاشیه‌ی شمالیِ گلدن‌گیت پارک رفتم. آفتاب اوایل بعدازظهر، روی سطح آب دریاچه که ده‌ها قایق مینیاتوری برروی آن شناور بود و با نسیمی زنده‌دل پیش رانده می‌شدند، نور می‌پاشید.                                                                    ",داستان و رمان آمریکا,https://newcdn.fidibo.com/images/books/65069_83318_normal.jpg
42,بامداد خمار,"
 
                                                                                            
فتانه حاج سید جوادی(پروین) ",None,"۱۸,۰۰۰ ", البرز," ۸۵,۰۰۰ ",۱۳۹۵/۰۱/۱۵, فارسی," 2.76 
                        "," ۴۳۹ 
                            ",978-964-442-256-0,اگر پای صحبت‌های مادرها و مادربزرگ‌ها نشسته باشید، حتما قصه‌های عاشقانه‌‌ی زیبایی از روزگار قدیم شنیده‌اید، داستان عشق‌هایی پر سوز و گداز که گاهی سرانجامی شیرین و گاهی تلخ و گزنده داشته‌اند. داستان‌هایی که به بخشی از فرهنگ عامیانه ما ایرانی‌های تبدیل شده‌اند. رمان بامداد خمار یکی از همین داستان‌هاست. با آنکه بیش از دو دهه از اولین انتشار آن می‌گذرد، هنوز هم یکی از پرفروش‌ترین رمان‌های فارسی است.,داستان و رمان ایرانی,https://newcdn.fidibo.com/images/books/64128_52682_normal.jpg
43,پرونده هری کبر,ژوئل دیکر,آریا نوری,"۱۹,۰۰۰ ", البرز," ۹۹,۰۰۰ ",۱۳۹۵/۰۱/۱۵, فارسی," 3.74 
                        "," ۶۴۸ 
                            ",978-964-442-931-6,دن براون، یکی از مشهورترین نویسندگان ژانر معمایی، می‌گوید:«برای نوشتن یک داستان معمایی، تنهای یک نکته را به خاطر داشته باشید، همه‌ی چیزهایی که نمی‌خواهید در داستان بنویسید را یادداشت کنید، تا بتوانید به ذهن‌تان روشی بدهید که از آن‌ها برای نوشتن داستان استفاده نکند.»,داستان و رمان فرانسه,https://newcdn.fidibo.com/images/books/7395_37108_normal.jpg
44,کیمیاگر,پائولو کوئیلو,فرزانه فرزاد,"۶,۲۵۰ ", دنیای نو," ۱۲,۵۰۰ ",۱۳۹۳/۰۱/۱۵, فارسی," 1.01 
                        "," ۱۶۰ 
                            ",978-964-172-096-6,زندگی در دنیای مدرن اگرچه مزایای خودش را دارد اما باعث فاصله گرفتن آدمی از ذات خودش هم شده است و همین موضوع باعث شده بسیاری از افراد در طول زندگی‌شان دائماً احساس سرگردانی دارند. این سرگردانی زمانی به پایان خواهد رسید که هرکسی معنای زندگی خود را پیدا کند، چیزی که پائولو کوئلیو در کتاب کیمیاگر آن را «مأموریت شخصی» نامیده است. کیمیاگر را بخوانید و دوباره به معنای زندگی بیندیشید.,داستان و رمان آمریکای جنوبی,https://newcdn.fidibo.com/images/books/5287_73360_normal.jpg
45,دختری که ماه را نوشید,کلی بارن‌هیل,فروغ منصورقناعی,"۲۴,۰۰۰ ", پرتقال," ۴۸,۰۰۰ ",۱۳۹۶/۱۰/۰۱, فارسی," 1.81 
                        "," ۲۹۶ 
                            ",978-600-8347-81-1,"
                                    زانِ پیر، جادوگر دل‌رحمی است که به نوزادان قربانی و رهاشده در جنگل کمک می‌کند و آن‌ها را در طرف دیگر جنگل به خانواده‌هایی می‌سپارد که توانایی نگه‌داری ازشان را داشته باشند.
ماجرا از روزی شروع می‌شود که زان به جای نور ستاره، نور ماه را به یکی از نوزادان می‌خوراند. زان به‌خوبی می‌داند که نباید قدرت جادویی ماه را دست‌کم بگیرد و نوزاد را به حال خود رها کند؛ پس چاره‌ای می‌اندیشد تا نوزاد با قدرتی که دارد، به خودش و دیگران آسیب نرساند. اما چگونه می‌توان مانع قدرت ماه شد؟                                                                    ",نوجوان,https://newcdn.fidibo.com/images/books/98081_50375_normal.jpg
46,۱۹۸۴,جورج اورول‌,صالح حسینی,"۴۰,۸۰۰ ", نیلوفر," ۶۸,۰۰۰ ",۱۳۶۱/۱۰/۱۵, فارسی," 2.06 
                        "," ۲۷۲ 
                            ",978-964-448-044-7,جامعه‌ای را تصور کنید که در آن هیچ قانونی وجود نداشته باشد، آن جامعه از نگاه شما چه شکلی است؟ اکنون جامعه‌ای را تصور کنید که در آن قوانین سخت و سنگینی وجود دارند، قوانینی که حتی فکر کردن شما را هم کنترل می‌کنند و شما را تبدیل به یک ماشین بی‌مغز می‌کنند، آن جامعه از نگاه شما چه شکلی است؟,داستان و رمان انگلیس,https://newcdn.fidibo.com/images/books/1112_58914_normal.jpg
47,مرشد و مارگاریتا,میخائیل بولگاکف,پرویز شهدی‌,"۲۵,۰۰۰ ",مجید," ۷۵,۰۰۰ ",۱۳۹۵/۱۲/۱۵, فارسی," 3.19 
                        "," ۶۲۴ 
                            ",978-600-7987-27-8,روسیه در قرن نوزدهم و بیستم، در گذر از بورژوازی تا کمونیسم نویسندگانی را به ادبیات جهان معرفی کرد که آثارشان خواننده را به وجد می‌آورد. مرشد و مارگریتا بولگاکف یکی از همان رمان‌های جذاب و پیچیده‌ی روسی است که عناصر فلسفی، عاشقانه، فانتزی و کمی طنز را همزمان با هم در بستر داستانی پرکشش و خواندنی در اختیار خواننده می‌گذارد. کتابی که می‌توان به آن لقب یکی از شاهکارهای ادبی قرن بیستم را داد. ,داستان و رمان روسیه,https://newcdn.fidibo.com/images/books/68358_12909_normal.jpg
48,بادبادک باز,خالد حسینی,مهدی غبرائی‌,"۴۶,۲۰۰ ", نیلوفر," ۷۷,۰۰۰ ",۱۳۸۵/۱۰/۱۵, فارسی," 2.36 
                        "," ۳۶۸ 
                            ",978-964-448-297-7,این رمان شما را با یک نویسنده افغانستانی آشنا می کند که دغدغههایش در نوشتههایش کاملاً مشخص است. خالد حسینی نویسندهای است که با نگارش کتاب توانسته صدای مردم افغان را به گوش جهان برساند. در ادامه با ما همراه باشید تا در مورد کتابی که در دنیا سر و صدای زیادی کرده بیشتر صحبت کنیم.,داستان و رمان آمریکا,https://newcdn.fidibo.com/images/books/1118_75576_normal.jpg
49,کلیدر,"
 
                                                                                            
محمود دولت‌آبادی ",None,"۲۳,۰۰۰ ", فرهنگ معاصر,None,۱۳۸۷/۱۰/۱۵, فارسی," 3.89 
                        "," ۷۵۴ 
                            ",978-964-8637-60-1,زمانی که فهرست‌های آثار ماندگار ادبیات داستانی ایران را با زاویه دیدهای مختلف بررسی می‌کنیم، یکی از نام‌هایی که در تعداد زیادی از این فهرست‌ها دیده خواهد شد؛ رمان کلیدر نوشته محمود دولت‌آبادی است. محمود دولت‌آبادی به همراه هم نسلشان مثل صادق هدایت، صادق چوبک و بزرگ علوی نقش عمده‌ای در شکل‌گیری ادبیات فارسی داشتند. مضامین اجتماعی و سیاسی در ادبیات این نسل از نویسندگان به وضوح دیده می‌شود و دغدغه‌هایی فراتر از نقالی و روایت قصه در کتاب‌هایشان مطرح شده است. اندیشه‌ی تغییر و بهبود شرایط اجتماعی کشور در این نسل منجر به آفرینش آثاری گران‌بها در ادبیات فارسی شد که هنوز هم الهام‌بخش بسیاری از نویسندگان و روشنفکران است.  ,داستان و رمان ایرانی,https://newcdn.fidibo.com/images/books/79469_13896_normal.jpg
50,بیمار خاموش,الکس مایکلیدیس,ساناز جهان بیگلری,"۱۴,۰۰۰ ", البرز," ۶۵,۰۰۰ ",۱۳۹۸/۱۰/۱۵, فارسی," 2.13 
                        "," ۳۸۸ 
                            ",978-622-235-122-9,در زندگی خود انسان‌هایی را می‌بینیم که در ظاهر زندگی ارام و بی‌نقصی دارند و آن‌ها را خوشبخت تصور می‌کنیم، نگاه ما نسبت به بسیاری از بازیگران و هنرمندان این‌گونه است. اما گاهی اوقات خبرهای هولناکی درباره زندگی آن‌ها می‌شنویم و پس از آن بهت‌زده و شوکه می‌شویم. ثروت و شهرت لزوما موجب خوش‌بختی انسان‌ها نمی‌شود و بسیاری از افرادی که ظاهری عادی و شاد دارند، ممکن است از افسردگی شدیدی رنج ببرند. کتاب بیمار خاموش داستان فردی به نام آلیشیا برنسون است که به نظر می‌رسد زندگی  زیبایی با همسرش دارد، آن دو با یک‌دیگر در خانه‌ای مجلل در یکی از بهترین محلات شهر لندن زندگی می‌کنند اما تراژدی هولناکی رخ می‌دهد که همگان را دچار شگفتی می‌کند.,داستان و رمان انگلیس,https://newcdn.fidibo.com/images/books/97016_40541_normal.jpg
51,دایی‌جان ناپلئون ,"
 
                                                                                            
ایرج پزشک‌زاد ",None,"۳۰,۰۰۰ ", فرهنگ معاصر," ۷۰,۰۰۰ ",۱۳۹۶/۱۰/۱۵, فارسی," 2.97 
                        "," ۶۹۶ 
                            ",978-600-105-119-7,طنزنویسی در ادبیات ایران سابقه‌ای دیرینه‌ دارد. از زمانی که «عبید زاکانی» منظومه «موش و گربه» را سرود تا امروز، آثار طنز ماندگاری در ادبیات فارسی نوشته شده است. تعداد زیادی از این آثار طنز از سلاح قلم برای بیان ضعف‌های جامعه استفاده کرده‌اند و این شیوه‌ی نقد اجتماعی از ادبیات کلاسیک به ادبیات معاصر هم رسیده است. دایی جان ناپلئون به قلم ایرج پزشکزاد منحصربه‌فردترین داستان معاصر فارسی است که با زبانی طنز مردم و آداب و رسوم عامیانه‌ی جامعه‌ی دهه‌ی چهل ایران را نقد کرده است. ,داستان و رمان ایرانی,https://newcdn.fidibo.com/images/books/81059_78299_normal.jpg
