,name,authors,translator,price,publisher,price_printed,date,language,vol,pages,isbn,description,category,cover_loc
26,چگونه کمال‌گرا نباشیم,استفان گایز,نرگس محمدی,"۱۷,۵۰۰ ", شمشاد," ۳۵,۰۰۰ ",۱۳۹۸/۰۱/۱۵, فارسی," 2.02 
                        "," ۲۴۴ 
                            ",978-600-8392-70-5,بسیاری از ما درباره کمال گرایی شنیده‌ایم و ممکن است آن را ویژگی خوبی بدانیم. اما کمال طلبی می‌تواند به زندگی ما آسیب‌های جدی وارد کند. لازم است پیش از هر چیز با کمال گرایی به خوبی آشنا شویم و بدانیم آیا انسانی کمال گرا هستیم یا خیر. تا پس از آن بتوانیم با استفاده از روش‌ها و تکنیک‌هایی بر این طرز فکر غلبه پیدا کنیم. کتاب چگونه کمال گرا نباشیم اثر استفان گایز  کتابی است که می‌تواند زندگی بدون ترس و عاری از کمال گرایی را به ما بیاموزد. در نقطه مقابل کمال گرایی، معمول گرایی وجود دارد، این طرز فکر به ما کمک می‌کند تا با داشتن نگاهی واقعی و درک محدودیت‌های خود برای دستیابی به اهدافمان تلاش کنیم و تمام توان خودمان را به کار ببندیم.,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/89619_64661_normal.jpg
27,پی‌گیر اخبار نباشید,رولف دوبلی,بهزاد توکلی نیشابوری  ،                                                                                                             عادل فردوسی‌پور  ،                                                                                                             علی شهروز ستوده,"۱۸,۰۰۰ ", چشمه," ۳۰,۰۰۰ ",۱۳۹۹/۰۸/۱۲, فارسی," 0.98 
                        ","  
                            ",978-622-01-0661-6,کنار گذاشتن اخبار و رهایی از دنیای پرهیاهوی رسانه‌ها کاری سخت و ناممکن به نظر می‌آید. اما برای آنکه این اعتیاد را کنار بگذارید، باید از مضرات آن آگاهی پیدا کنید و با سازوکار رسانه آشنا شوید. دنبال کردن اخبار وقت شما را هدر می‌دهد، احساسات‌تان را به بازی می‌گیرد و از همه مهم‌تر تمرکز شما را از بین می‌برد.,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/105326_77068_normal.jpg
28,محدودیت صفر,"ایهالیاکالا هولن  ،                                                                                             
جو ویتالی",مژگان جمالی,"۲۲,۵۰۰ ", کتیبه پارسی," ۴۵,۰۰۰ ",۱۳۹۶/۱۰/۱۵, فارسی," 1.85 
                        "," ۳۲۷ 
                            ",978-600-9651-99-3,«این کتاب بسیار جذاب و متقاعدکننده می‌تواند بشریت را بیدار کند و قدرت چهار عبارت ساده را برای متحول کردن زندگی شما آشکار می‌کند. همه‌چیز در این کتاب بر اساس عشق است و نویسنده‌ای که عشق را گسترش می‌دهد آن را نوشته است. باید از این کتاب ده نسخه تهیه کنید، یکی برای خودتان و نه نسخه برای هدیه دادن. این کتاب به همین خوبی است» این جملاتی است که دبی فورد، نویسنده‌ی کتاب‌های انگیزشی درباره‌ی کتاب محدودیت صفر گفته است، کتابی که می‌خواهد قدرت درون شما را بیرون بکشد و محدودیت‌هایتان را به صفر برساند.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/78983_84799_normal.jpg
29,اشتباهات یک زن,ام. سوسا,نجمه سالاری,"۱۱,۰۰۰ ",مجید,None,۱۳۹۷/۰۱/۱۵, فارسی," 0.68 
                        "," ۱۱۲ 
                            ",978-964-453-022-7,در روند رشد فردی؛ درس گرفتن از اشتباهات گذشته یکی از موضوعات مهمی است که انسان را به قله‌ی سعادت نزدیک می‌کند. اما اگر اشتباهات در روابط بین فردی رخ دهند، می‌توانند به روابط‌ و در نتیجه به خود فرد صدمه بزند. تاثیر اشتباه و خطا در رابطه ممکن است برای زنان که در ارتباط‌های خود بُعد عاطفی پررنگ‌تری دارند، پررنگ‌تر باشد و ممکن است به همین دلیل دچار احساس سرخوردگی و شکست شوند. اما درس گرفتن از اشتباهات به چه معناست؟ آیا زنان تنها با شناخت اشتباهات خود، می‌توانند در ارتباط‌‌شان بهبود ایجاد کنند؟,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/81391_18356_normal.jpg
30,قورباغه را بخور,برایان تریسی,روزبه شبانی,"۱۵,۰۰۰ ", افکار," ۲۵,۰۰۰ ",۱۳۸۵/۱۰/۱۵, فارسی," 0.66 
                        "," ۱۵۸ 
                            ",964-7858-93-0,تریسی در کتاب‌های خود با ارائه‌ی راهکارهای موثر و کاربردی به همه‌ی افراد جامعه کمک می‌کند تا در توسعه حرفه و زندگی شخصی خود موفق باشند.,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/4761_83708_normal.jpg
31,آیین دوست‌یابی,ديل كارنگی,مهناز بهرنگی,"۴۶,۰۰۰ ", شبگیر," ۹۲,۰۰۰ ",۱۳۹۲/۱۰/۱۵, فارسی," 1.49 
                        "," ۲۸۷ 
                            ",978-600-6774-07-7,پیدا کردن یک دوست خوب برای همه‌ یک نیاز اساسی است. همه‌ می‌خواهند تاثیرگذاریشان را در زندگی دوستانشان احساس کنند. مهم‌تر از همه‌ی این موضوعات، حق مسلم همه‌ی انسان‌هاست که دوست بدارند و دوست داشته شوند. دیل کارنگی نویسنده‌ی کتاب آیین دوست‌یابی یکی از اولین نویسندگانی بود که درباره‌ی این موضوع تحقیق کرد و کتابی قابل فهم برای همه نوشت. کتابی که هنوز هم بعد از حدود یک قرن از نوشته شدن همچنان در فهرست پرفروش‌ترین و پرطرفدارترین کتاب‌های روانشناسی و خودشناسی قرار دارد.,روابط اجتماعی,https://newcdn.fidibo.com/images/books/3915_64936_normal.jpg
32,ثانیه‌ای,مل رابینز,رضا اسکندری آذر,"۲۳,۵۰۰ ", کتاب مرو," ۴۷,۰۰۰ ",۱۳۹۷/۱۰/۱۵, فارسی," 1.83 
                        "," ۲۴۰ 
                            ",978-622-62-2-3-9,"
                                    این داستان واقعی ‌قانون‌ پنج‌ثانیه‌ای است

اینکه این قانون چیست، چگونه کار می‌کند و چطور مردم در سرتاسر دنیا از آن برای متحول‌کردن زندگی‌شان ظرف مدت پنج ثانیه استفاده می‌کنند.
* تمامی رخدادهای ذکرشده در این کتاب واقعی هستند؛
* هیچ ‌یک از اسامی تغییر داده نشده است؛
* پست‌های شبکه‌های اجتماعی که در این کتاب گنجانده شده، همگی پست‌های واقعی هستند.
بی‌صبرانه لحظه‌شماری می‌کنم تا این قانون را با شما به اشتراک بگذارم و شاهد آن باشم که قفل قدرت نامحدودتان را باز می‌کنید.
پنج... چهار... سه... دو... یک، برو!                                                                    ",خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/88029_99067_normal.jpg
33,مردان مریخی و زنان ونوسی,جان گری,مهیا محمدی,"۱۵,۰۰۰ ", شبگیر," ۳۰,۰۰۰ ",۱۳۹۳/۱۰/۱۵, فارسی," 2.14 
                        "," ۳۳۶ 
                            ",978-600-6774-13-8,«مردها به اشتباه انتظار دارند زن‌ها مثل آن‌ها رفتار کنند، مثل آن‌ها احساس کنند، مثل آن‌ها بیاندیشند و مثل آن‌ها ارتباط برقرار کنند. به همین ترتیب، زن‌ها به اشتباه انتظار دارند مردها مثل آن‌ها احساس کنند، رفتار کنند، و بیندیشند. ما همگی از یاد برده‌ایم که مردها و زن‌ها از اساس با یکدیگر فرق دارند و به همین خاطر همواره با یکدیگر به تضاد می‌رسیم.»  جان گری نویسنده این جملات و  نویسنده‌ی کتاب مردان مریخی و زنان ونوسی معقتد است تفاوت‌های مردان و زنان آن‌قدر زیاد است که گویی هر یک از سیاره‌ای متفاوت آمده‌اند.,سبک زندگی,https://newcdn.fidibo.com/images/books/3957_51224_normal.jpg
34,اصل‌ گرایی,گِرگ مک کیون,بهنام شاهنگیان  ،                                                                                                             مهدی مصلحی,"۳۵,۰۰۰ ", آموخته," ۴۴,۰۰۰ ",۱۳۹۸/۱۰/۰۱, فارسی," 3.17 
                        "," ۲۴۲ 
                            ",978-600-8237-62-4,نمی‌توان در زندگی از میان انبوه خواسته‌ها، همه چیز را خواست و به همه‌ی آن‌ها رسید. متاسفانه بسیاری از افراد تصور می‌کنند که انسان در طول عمر خود به قدری زمان و انرژی دارد که می‌تواند به همه‌ی خواسته‌هایش برسد؛ و رفته رفته کار کردن زیاد ممکن است احساس بی‌مصرفی و بی‌فایده بودن در فرد ایجاد کند. یا این که به قدری سرش شلوغ شود که بهره‌وری گذشته را نداشته باشد. گرگ مک کیون در کتاب اصل‌ گرایی توضیح می‌دهد که تنها راه خروج از این وضعیت اصل گرا شدن است. زمان شبیه یک جاده‌ی یک‌طرفه است که به شما فرصت بازگشت و یا حرکت در خلاف جهتی که پیموده‌اید را نمی‌دهد. در این کتاب شما می‌آموزید که یک مسیر برای خود مشخص کنید و در آن ثابت‌قدم شوید.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/98945_12070_normal.jpg
35,عادت مردمان موثر,استفان‌ کاوی,الهام خرسندی,"۱۰,۰۰۰ ",هورمزد," ۲۹,۰۰۰ ",۱۳۹۵/۱۰/۱۵, فارسی," 4.38 
                        "," ۵۲۰ 
                            ",978-600-5361-28-5,«زمانی‌که سازمان‌های آمریکایی ناامیدانه در صدد انرژی دادن به کارکنان و پرورش مدیران در تمام سطح‌ها بودند، کاوی فلسفه‌ای نیرو بخش را در زندگی معرفی کرد که موفقیت در کار و تجارت را نیز ضمانت می‌کرد... این روش، ترکیبی از خرد، احساسات و تجربه‌های کاربردی بود.» این جملات را «رزابث ماس کانتر» نویسنده‌ی آمریکایی درباره‎‌ی کتاب هفت عادت مردمان موثر گفته است. کتاب مشهوری که هرکسی که چیزهای بیشتری از زندگی می‌خواهد باید آن را بخواند، به کار ببندد و در نهایت از معجزه‌ای که در زندگی‌اش اتفاق می‌افتد لذت ببرد.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/65579_50411_normal.jpg
36,فراموشکاری,زیگموند فروید,حسن اكبريان طبری,"۱۰,۰۰۰ ", کتابسرای تندیس,None,۱۳۸۹/۱۰/۱۵, فارسی," 0.41 
                        "," ۶۲ 
                            ",978-600-182-007-6,پیشرفت  تکنولوژی  با آن که برای جوامع، شرایط زندگی در رفاه بیشتر ایجاد کرده است؛ باعث شده با زیاد شدن ورودی اطلاعات حس سردرگمی در جوامع بیشتر شود. یکی از اختلالاتی که با پیشرفت تکنولوژی و استفاده مداوم از آن در زندگی روزمره، به وجود آمده «فراموشی» است.,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/3682_76165_normal.jpg
37,ارتباط بدون خشونت زبان زندگی,مارشال روزنبرگ,كامران رحیمیان,"۲۷,۰۰۰ ", اختران," ۵۴,۰۰۰ ",۱۳۹۸/۰۱/۱۵, فارسی," 2.43 
                        "," ۲۸۸ 
                            ",978-964-7514-83-5,مسئله‌ی خشونت یکی از مهم‌ترین مسائل دنیای ماست. در ذهن بسیاری از افراد خشونت به شکل رساندن آسیب جسمی به افراد و مکالماتی که پر از کلمات رکیک هستند تعریف می‌شوند اما معنای خشونت بسیار گسترده‌تر از این حرف‌هاست. مارشال روزنبرگ در کتاب ارتباط بدون خشونت زبان زندگی، از معنای واقعی خشونت صحبت کرده و روش‌هایی برای ساختن ارتباطات بدون خشونت نشان داده است.,روابط اجتماعی,https://newcdn.fidibo.com/images/books/95552_52978_normal.jpg
38,شکل یک زندگی,"
 
                                                                                            
هادی ملهب ",None,None, نسل روشن,None,۱۳۹۸/۰۱/۱۵, فارسی," 0.34 
                        "," ۷۳ 
                            ",None,"
                                    دید هر انسان نسبت به زندگی متفاوت است.
موضوع و درک واژه‌ها و جملات این کتاب به خود خواننده برمی‌گردد که چه برداشتی از محتویات کتاب داشته باشد.
بدون تردید هر انسانی تعریف خود را از زندگی دارد.
نوع نگاه این کتاب به زندگی متفاوت است.
بیشتر به دنیای درون ما برمی‌گَردد.
محتوای نوشته‌ها شامل ناهماهنگی بین تعریف و نوع نوشتاری آن می‌باشد؛ یعنی به طور کلی هر لحظه منتظرِ اتفاقی درسرتا‌سر کتاب باشید.
چیزی که در طول کتاب خواهید خواند؛ ذهنیت شما را نسبت به زندگی به چالش خواهَد کِشید.
این کتاب نه برای نوعی آگاهی تهیه شده است و نه جنبه‌ی آموزشی دارد.
حجم هر صفحه از کتاب تا جایی که امکان آن وجود داشت پایین آمده است و با هر تعریف و تحولی سعی به آن شده که نوشته‌ها مختصرتر و بدون زیاده‌گویی شرح داده شود.                                                                    ",کتاب‌های رایگان ,https://newcdn.fidibo.com/images/books/94362_50855_normal.jpg
39,کار عمیق,کارل نیوپورت,ناهید ملکی,"۱۳,۰۰۰ ", نوین," ۴۵,۰۰۰ ",۱۴۰۰/۰۱/۱۸, فارسی," 1.88 
                        "," ۲۴۰ 
                            ",978-622-6840-11-8,تا به حال شده است احساس کنید با وجود ساعت‌ها کار کردن انگار کار زیادی انجام نداده‌اید و در واقع کار مفید بسیار کمی انجام شده است یا کارهایی که انجام داده‌اید کیفیت لازم را ندارند و چندان خوب پیش نمی‌روند؟ چنین اتفاقاتی معمولاً باعث عصبانیت، ایجاد حس سرخوردگی و فرسودگی است. کال نیوپورت در کتاب کار عمیق از مفهومی حرف می‌زند که در دنیای پر سر و صدای ما فراموش شده است و اگر به یاد آورده شود شاید بتواند راه‌حل بسیاری از مشکلاتی باشد که در بالا از آن‌ها حرف زدیم، مفهوم تمرکز. ,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/99762_29649_normal.jpg
40,۲۴  قانون بدست آوردن قدرت,رابرت گرین,شهروز فرهنگ,"۹,۰۰۰ ", کلید آموزش,None,۱۳۹۴/۱۰/۱۵, فارسی," 3.73 
                        "," ۱۲۸ 
                            ",978-600-274-067-0,"
                                     ایا می‌دانید برای رسیدن به قدرت و حفظ ان چه باید کرد؟
چگونه یک انسان معمولی به فردی موفق و قدرتمند تبدیل می‌شود؟ آیا می‌دانید فرعون بزرگ مصر ابتدا یک چوپان بوده است؟ آیا می‌دانید این افراد چگونه تبدیل به قدرتمندترین افراد زمان خود شدند؟ در این کتاب گزیده‌ای از 3000 سال تجربه قدرتمندترین انسان‌های جهان، چکیده‌ای از تاریخ قدرت و روش کار سیاستمداران و فاتحان بزرگ تاریخ را خواهید یافت. با مطالعه و بکار بستن این کتاب قدرت خود را تا حد امکان افزایش دهید.
مطالعه این کتاب برای تمام کسانی که بدنبال پیشرفت هستند ضروری است.                                                                    ",فلسفه,https://newcdn.fidibo.com/images/books/63272_19910_normal.jpg
41,خدا بخواه او می دهد,"استر هیکس  ،                                                                                             
جری هیکس",توراندخت تمدن(مالکی),"۳۰,۰۰۰ ", البرز," ۶۵,۰۰۰ ",۱۳۸۷/۰۷/۱۵, فارسی," 1.66 
                        "," ۳۸۱ 
                            ",978-964-442-562-2,پیچیدگی‌های زمانه‌ی امروز نیاز انسان به نیرو‌های فراتر از خودش را برای دستیابی به لحظاتی آرام افزایش داده است. همچنان که‌موج صنعتی شدن در جهان قرن بیستم سرعت می‌گرفت همواره گروه‌هایی از افراد وجود داشته‌اند که سرخورده از این پیشرفت صنعتی میل بازگشت به هویت ابتدایی انسان و جهان هستی را داشته‌اند. برخی از این گروه‌ها به‌طورکلی به زندگی صنعتی پشت پا زده‌اند و کماکان در کشور‌های پیشرفته‌ی دنیا به شکل سنتی و طبیعی زندگی می‌کنند. کتاب از خدا بخواه او می‌دهد اثر استر هیکس و جری هیکس کتابی است که با مخاطب قرار دادن افراد غرق‌شده در زندگی سریع و پیشرفته‌ی امروزی و باهدف دستیابی به آرامش در فراز و نشیب زندگی روزمره نوشته‌شده است. این کتاب با ارائه‌ی بینش ذهنی و پس‌ازآن ارائه‌ی راهکارهای عملی تلاش دارد احساس آرامش ازدست‌رفته‌تان را به شما بازگرداند.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/6302_59117_normal.jpg
42,هنر خوب زندگی کردن,رولف دوبلی,بهزاد توکلی  ،                                                                                                             عادل فردوسی‌پور  ،                                                                                                             علی شهروز ستوده,"۴۵,۵۰۰ ", چشمه," ۹۸,۰۰۰ ",۱۳۹۷/۰۴/۰۱, فارسی," 2.98 
                        "," ۲۴۹ 
                            ",978-600-229-962-8,از زمان باستان، مردم از خود می‌پرسند كه زندگی خوب چگونه است؟ بهترین روش برای زندگی کردن چیست؟ زندگی خوب از چه چیزهایی تشکیل شده است؟ نقش سرنوشت چیست؟ نقش پول چیست؟ آیا هدایت یک زندگی خوب یک سؤال ذهنی است یا دستیابی به آرزوها و اهداف است؟ آیا بهتر است برای رسیدن به خوشبختی تلاش کرد یا از اتفاق‌های ناخشنود جلوگیری کرد؟,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/98209_84601_normal.jpg
43,روان‌درمانی اگزیستانسیال,اروین یالوم,سپیده حبیب,"۱۰۸,۰۰۰ ", نی," ۱۸۰,۰۰۰ ",۱۳۸۹/۱۰/۱۵, فارسی," 6.3 
                        "," ۷۲۸ 
                            ",978-964-185-169-1,مفاهیم وجودی انسان همیشه دست‌مایه‌ی خلق آثار بزرگ و شگفت‌آور در طول تاریخ بوده که بسیاری از نظریات و تفکرات حاکم پس از خود را تحت تأثیر قرار داده است. افراد زیادی طی سال‌های اخیر همانند فلاسفه‌ی باستانی این مضامین را به چالش کشیده‌اند و کتاب‌های قابل‌توجهی را منتشر کرده‌اند. «اروین یالوم» موضوعات مرتبط با سرشت و غایت انسان را در میان آثاری درمانی داستانی به تصویر می‌کشد و اثری روان‌شناسانه و فلسفی در قالب رمان می‌آفریند. کتاب «روان‌درمانی اگزیستانسیال وجودی» یکی از آثار ویژه و شاخص این نویسنده است که درباره‌ی چهار دغدغه‌ی غایی زندگی، مرگ، آزادی، انزوای اگزیستانسیال و بی‌معنایی است. این کتاب جریانی روشن و بسیار تأثیرگذار است که سایت پرطرفدار گودریدز درباره‌ی آن نوشت: «اثری استادانه و مبتکرانه.»,روانکاوی,https://newcdn.fidibo.com/images/books/6568_15945_normal.jpg
44,بیشعوری,خاویر کرمنت,محمود فرجامی,"۲۲,۲۵۰ ", روزنه," ۴۴,۵۰۰ ",۱۳۹۹/۰۱/۱۵, فارسی," 1.35 
                        "," ۱۹۲ 
                            ",978-622-234-22-9,همچون هر اعتیادی، بیشعوری هم در طول زمان، عوارض جبران‌ناپذیری بر نیروی حیاتی انسان به‌جا می‌گذارد. ,روانکاوی,https://newcdn.fidibo.com/images/books/99780_26697_normal.jpg
45,زندانیان باور,"پاتریک فانینگ  ،                                                                                             
ماتیو مک‌کی",زهرا اندوز,"۱۲,۰۰۰ ",ذهن‌آویز," ۳۵,۰۰۰ ",۱۳۹۴/۰۴/۱۵, فارسی," 2.35 
                        "," ۲۰۰ 
                            ",978-600-5219-06-7,باورهای هر انسان زندگی او را شکل می‌دهند، بر تصمیماتش اثر می‌گذارند و مسیرش را در زندگی مشخص می‌کنند. انسان بر اساس باورهای خود از بعضی مسیرها فاصله می‌گیرد و بعضی تجربه‌ها را رد می‌کند یا می‌پذیرد.  باورها از کودکی همراه او رشد می‌کنند و درون او ریشه می‌دوانند و آینده‌اش را می‌سازند. اما این باورها از کجا آمده‌اند؟ آیا همه‌ی آن‌ها درستند یا نیاز به بازبینی دارند؟ با باورهای غلط چه باید کرد؟ چگونه باید باورهای جدیدی در خودمان ایجاد کنیم؟ اگر می‌خواهید در چالش با باورهایتان همراه خوبی داشته باشید کتاب زندانیان باور اثر پاتریک فانینگ و ماتیو مک کی پیشنهاد بسیار خوبی است.,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/66135_71212_normal.jpg
46,فوت و فن های عشق ورزیدن,توماس دبلیو.مک نایت,هدیه تقوی,"۷,۰۰۰ ", البرز," ۴۰,۰۰۰ ",۱۳۹۰/۰۴/۱۵, فارسی," 1.13 
                        "," ۲۰۸ 
                            ",978-964-442-781-7,«موفقیت در روابط نیز شبیه موفقیت در بقیه چیزهاست. دانش کافی، توان شما را افزایش می‌دهد. هر چه بیشتر از پیچ‌وخم‌های روابط اطلاع داشته باشید، بهتر از پس اداره کردن آن‌ها برمی‌آیید. به خاطر داشته باشید که برای موفقیت یا عدم موفقیت یک رابطه، همیشه علتی وجود دارد. اگر متوجه نباشید که چه مسائلی باعث به هم خوردن روابط قبلی شما شده است، آن مسائل مجددا برایتان تکرار خواهند شد.» این‌ها جملاتی از کتاب فوت و فن‌های عشق ورزیدن است. همان‌طور که از نام آن مشخص است این کتاب فوت‌وفن‌هایی را برای عشق ورزیدن به افراد ارائه می‌کند تا در روابط خود درک درستی از مشکلات و مسائل غیرقابل پیش‌بینی داشته باشند.,خانواده,https://newcdn.fidibo.com/images/books/6133_38877_normal.jpg
47,ای کاش وقتی ٢٠ ساله بودم می‌دانستم,تینا سیلیگ,محمد رضا آل یاسین,"۲۸,۰۰۰ ", هامون," ۴۰,۰۰۰ ",۱۳۹۵/۱۰/۱۵, فارسی," 1.82 
                        "," ۲۲۸ 
                            ",978-964-6538-56-6,ایوان مکینتاش استاد و سخنران برجسته‌ی رسانه‌های دیجیتالی درباره‌ی کتاب ای کاش وقتی بیست ساله بودم میدانستم می‌نویسد: «کتاب «ای کاش وقتی 20 ساله بودم می‌دانستم» یک کیمیا و دُرّ بی‌همتاست و هر اندیشه و عملی که از آن تاثیر بپذیرد به بخشی از این کیمیا تبدیل خواهد شد. من در ماه گذشته ده‌ها نسخه از آن را خریداری کرده و به عنوان جایزه به شرکت‌کنندگان در سمینارهایم اهدا کرده‌ام. این کتاب حاوی ماجراها و مثال‌هایی است که تینا سیلیگ هنگام تدریس در دانشکده مهندسی دانشگاه استنفورد و مرکز کارآفیرنی و دانشکده طراحی به آن‌ها تاکید کرده است، هدف این کتاب آزمودن شیوه‌های گوناگون برای تبدیل شدن به چیزی است که در توان شماست.»,انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/79655_23225_normal.jpg
48,هنر ظریف بی‌خیالی,مارک منسون,واحد ترجمه انتشارات کلید آموزش,"۱۵,۰۰۰ ", کلید آموزش," ۵۸,۰۰۰ ",۱۳۹۷/۰۱/۱۵, فارسی," 1.78 
                        "," ۲۴۰ 
                            ",978-600-274-094-6,دنیای امروز از انسان توقعات مثبت غیرواقعی دارد، از آن‌ها انتظار دارد هم بتوانند نویسنده‌ی خوبی باشند، هم در جلسات به‌خوبی سخنرانی کنند و هم برای مهمانی شام خوب بپوشند و از آرزوها و اهدافشان سخن بگویند. سالم‌تر، باهوش‌تر، پولدارتر و هزاران توقع دیگر که از انسان می‌رود تنها باعث می‌شود آدم‌ها در گردونه‌ای ناتمام گرفتار شوند و هر روز برای چیزی که نیستند تلاش کنند. توقعات دنیای امروز به انسان یادآوری می‌کند که چه کمبودهایی دارد و چه چیزی نیست که درنهایت سبب افسردگی و کمال‌گرایی نامطلوب می‌شود. «مارک منسون» وبلاگ‌نویس آمریکایی با در نظر گرفتن این موضوع کتاب معروف «هنر ظریف بی‌خیالی» را به نگارش درآورده است و برای اولین بار از رهایی از نگرانی‌های پوچ و بیخود روزمره‌ی جهان کنونی که هیچ تأثیری در اصل زندگی ندارند صحبت می‌کند.,سبک زندگی,https://newcdn.fidibo.com/images/books/84257_53832_normal.jpg
49,,شری آرگاوه,پوراندخت رمدانی,"۱۵,۰۰۰ ", شمشاد," ۳۰,۰۰۰ ",۱۳۹۸/۰۱/۱۵, فارسی," 2.03 
                        "," ۲۶۳ 
                            ",978-600-6478-08-1,تا به حال به توصیه‌های روانشناسی زرد و بسیاری از صفحات مجازی برای خانم‌هایی که در رابطه قرار دارند دقت کرده‌اید؟ توصیه‌هایی پر از ایجاد حس وابستگی و نیاز و دادن سرویس‌های تمام‌نشدنی برای به دست آوردن محبت و توجه مردان؛ اما آیا واقعاً این توصیه‌ها مفید هستند یا فقط عزت ‌نفس زنان را از بین می‌برند و آن‌ها را تبدیل به عروسک‌هایی برای برآورده کردن خواسته‌های مردان می‌کنند؟ شری آرگاو معتقد است زنان بله قربان‌گو که دائماً در حال جلب نظر هستند بازنده‌های محض رابطه‌اند. او در کتاب چرا مردان زنان زیرک را دوست دارند حرف‌های زیادی برای زنان دارد. حرف‌هایی که نه‌تنها رابطه که زندگی آن‌ها را هم متحول خواهد کرد.,روابط خانوادگی,https://newcdn.fidibo.com/images/books/95953_58598_normal.jpg
50,کفش ‌فروش پیر,فیل نایت,حامد رحمانیان,None, نوین," ۲۳,۰۰۰ ",۱۳۹۶/۰۱/۱۵, فارسی," 2.72 
                        "," ۴۱۰ 
                            ",978-600-8738-11-4,"
                                    همان صبح مه آلود، همان صبح مهمِ سال ۱۹۶۲، به تازگی راهِ خودم را باز کرده بودم – بازگشت به خانه؛ پس از هفت سال آزگار دوری. عجیب بود که دوباره توی خانه باشی، عجیب بود که باران‌های روزانه دوباره به صورتت بکوبند. عجیب بود که دوباره با پدر و مادر و خواهران دوقلویت زندگی کنی، خوابیدن روی تخت دوران کودکی. شب دیر وقت، روی کمرم دراز می‌کشم، به کتاب‌های درسی دوران دانشکده‌ام، جوایز دوران دبیرستان و روبان‌های آبی‌ام نگاه می‌کنم؛ با خودم فکر می‌کنم: این من هستم؟ هنوز هم؟
سریع‌تر به سمت پایین جاده حرکت ‌کردم. نفس‌هایم تبدیل به پف‌های حلقوی سردی ‌شدند که در مه می‌چرخیدند. از اولین چشم از خواب گشودنِ فیزیکی لذت بردم؛ آن لحظه‌ی استثنایی قبل از آنکه ذهن کاملا روشن باشد، وقتی که اعضا و جوارح بدن برای اولین بار شروع به شل شدن می‌کنند و بدن مادی ذوب می‌شود. جامد به مایع.
به خودم می‌گفتم سریع‌تر. سریع‌تر.
به این فکر کردم که روی کاغذ من بزرگسال‌ام. فارغ‌التحصیلِ یک دانشکده‌ی خوب – دانشگاه اُرِگان. گرفتن فوق لیسانس از یک دانشکده‌ی بازرگانی برتر – استنفورد. یک سال خدمت در ارتش آمریکا. سوابق من می‌گفت که یک سرباز آموزش دیده‌ی ورزیده بودم، یک مرد بیست و چهار ساله‌ی قبراق... اما نمی‌دانم که چرا، چرا هنوز احساس می‌کنم مثل یک کودک‌ام؟
حتی بدتر، مثل یک بچه‌ی کم رو، ضعیف و لاغر مردنی که همیشه بودم.
شاید به این خاطر باشد که هنوز هیچ چیزی از زندگی را تجربه نکرده بودم؛ مخصوصا وسوسه‌ها و هیجان‌های زندگی را. نه لب به سیگار زده بودم و نه مواد مخدر مصرف کرده بودم. هیچ خلافی نکرده بودم، چه برسد به قانون شکنی. دهه‌ی ۱۹۶۰ در شرف وقوع بود، عصر عصیانگری و من تنها کسی در آمریکا بودم که هنوز عصیان نکرده بود. یادم نمی‌آید زمانی بوده باشد که آزادانه رفتار کرده یا کاری عجیب و غریب کرده باشم.                                                                    ",انگیزشی و موفقیت,https://newcdn.fidibo.com/images/books/68120_12778_normal.jpg
51,شفای زندگی,لوئیز هی,گیتی خوشدل,"۴۰,۰۰۰ ", پیکان," ۹۰,۰۰۰ ",۱۳۹۸/۰۱/۱۵, فارسی," 5.18 
                        "," ۳۴۵ 
                            ",978-964-328-071-0,همه‌ی ما در زندگی به کتاب‌هایی نیاز داریم تا تحت تاثیرشان قرار بگیریم. کتاب‌هایی که باید در کنار رمان‌ها و داستان‌های روزمره‌ی خود بخوانیم و از خواندن آن‌ها درس زندگی بگیریم. بدون شک کتاب شفای زندگی یکی از بهترین نمونه‌های این نوع کتاب‌ها است. کتابی از ابتدا تا انتهایش خواننده را مسحور خودش می‌کند و نمی‌گذارد خواننده لحظه‌ای نور امید را فراموش کنند.,خودشناسی و خودسازی,https://newcdn.fidibo.com/images/books/93818_27821_normal.jpg
